NOMEEMPRESA,PORTE,MEI,CNPJ,DS_LOGRADOURO,DS_NUMERO,DS_COMPLEMENTO,NO_BAIRRO,NR_CEP,NO_MUNICIPIO,DS_ATIVIDADE
NAME00007710,ME,N,36408656771000,RUA FIORY TERCI,S/N,MERCADO MUNICIPAL - BOX 06,DE CARLI,29194062.0,ARACRUZ,COMÉRCIO VAREJISTA DE HORTIFRUTIGRANJEIROS
NAME00007711,ME,,36408656771100,R CYPRIANO LEAL SOBRINHO,10,,AEROPORTO,29314001.0,CACHOEIRO DE ITAPEMIRIM,FABRICAÇÃO DE OUTROS PRODUTOS DE MINERAIS NÃO-METÁLICOS NÃO ESPECIFICADOS ANTERIORMENTE
NAME00007712,ME,N,36408656771200,RUA DOUTOR ARISTIDES CAMPOS,50,LOJA 15,CENTRO,29010300.0,VITÓRIA,AGÊNCIAS DE VIAGENS
NAME00007713,ME,,36408656771300,RUA Governador Rubim,85,,Centro,29130148.0,VIANA,COMÉRCIO VAREJISTA DE ARTIGOS DE PAPELARIA
NAME00007714,ME,,36408656771400,AV JOAO FELIPE,S/N,,CENTRO,29760000.0,ALTO RIO NOVO,"FABRICAÇÃO DE ARTIGOS DE SERRALHERIA, EXCETO ESQUADRIAS"
NAME00007715,ME,N,36408656771500,PRACA DO CONVIVIO,115,,Centro,29360000.0,CASTELO,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS
NAME00007716,ME,,36408656771600,RUA ANGELO BALARINI,66,2 ANDAR,SÃO SILVANO,29703171.0,COLATINA,"REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE MADEIRA, MATERIAL DE CONSTRUÇÃO E FERRAGENS"
NAME00007717,ME,,36408656771700,RUA CEL JOSE MARTINS DE FIQUEIREDO,2807,,TABUAZEIRO,29185000.0,VITÓRIA,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
NAME00007718,ME,,36408656771800,RUA JOAO BERNADINO SENA,12,FUNDOS,TUCUM,29152430.0,CARIACICA,FABRICAÇÃO DE VIDRO PLANO E DE SEGURANÇA
NAME00007719,ME,,36408656771900,PRACA JOSE ASSAD,20,,CENTRO,29480000.0,MUQUI,COMÉRCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS
NAME00007720,ME,,36408656772000,AV SAMUEL LEVY,155,TERREO,AQUIDABA,29308100.0,CACHOEIRO DE ITAPEMIRIM,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00007721,EPP,N,36408656772100,RUA COLATINA,417,,CENTRO,29830000.0,NOVA VENÉCIA,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL
NAME00007722,ME,S,36408656772200,AVENIDA JONES DOS SANTOS NEVES,529,MERC.MUNICIPAL-BOX05,CENTRO,29930015.0,SÃO MATEUS,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00007723,ME,,36408656772300,AVENIDA ESPIRITO SANTO,98,LOJA 02,CENTRO,29285000.0,PIÚMA,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00007724,ME,N,36408656772400,RUA NESTOR GOMES,SN,,Centro,29295000.0,VARGEM ALTA,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00007725,EPP,N,36408656772500,PRAÇA JERÔNYMO MONTEIRO,19/29,"LOJA 2,3,4,5",CENTRO,29300170.0,CACHOEIRO DE ITAPEMIRIM,COMÉRCIO VAREJISTA DE CALÇADOS
NAME00007726,EPP,,36408656772600,AVENIDA JERÔNIMO MONTEIRO,299,LOJA 02;,CENTRO,29010001.0,VITÓRIA,COMÉRCIO VAREJISTA DE CALÇADOS
NAME00007727,ME,,36408656772700,AVENIDA RIO BRANCO,971,LOJA 2,PRAIA DO CANTO,29055643.0,VITÓRIA,COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO
NAME00007728,ME,,36408656772800,RUA JORGE ELIAS HITTE,SN,FONE 7451110,CENTRO,29795000.0,ÁGUIA BRANCA,"TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, COM ITINERÁRIO FIXO, MUNICIPAL"
NAME00007729,ME,,36408656772900,RUA FABIO ANDRADE,SN,FONE 5422774,CENTRO,29360000.0,CASTELO,COMÉRCIO A VAREJO DE MOTOCICLETAS E MOTONETAS NOVAS
NAME00007730,ME,,36408656773000,RODOVIA PEDRO COLA,SN,TEL 3542-2774,INDEPENDENCIA,29360000.0,CASTELO,COMÉRCIO ATACADISTA DE RESÍDUOS E SUCATAS METÁLICOS
NAME00007731,ME,S,36408656773100,RUA PRINCIPAL,SN,,CORREGO DOS MONOS,29328000.0,CACHOEIRO DE ITAPEMIRIM,COMÉRCIO VAREJISTA DE CARNES - AÇOUGUES
NAME00007732,ME,N,36408656773200,RUA DOS OPERARIOS,162,,CENTRO,29480000.0,MUQUI,COMÉRCIO VAREJISTA DE MEDICAMENTOS VETERINÁRIOS
NAME00007733,ME,,36408656773300,AVENIDA BRASILIA,59,2 ANDAR,SERRA DOURADA II,29171000.0,SERRA,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO
NAME00007734,EPP,N,36408656773400,AV.DOMINGOS PERIM,165, LOJA 02,CENTRO,29375000.0,VENDA NOVA DO IMIGRANTE,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00007735,ME,,36408656773500,AV. MARECHAL FLORIANO,13,LOJA,CENTRO,29560000.0,GUAÇUÍ,COMÉRCIO VAREJISTA DE ARTIGOS FOTOGRÁFICOS E PARA FILMAGEM
NAME00007736,ME,,36408656773600,RUA CARINA,S/N,,SEAC,29937380.0,SÃO MATEUS,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - SUPERMERCADOS"
NAME00007737,ME,S,36408656773700,AVENIDA DEZ DE ABRIL,325,,CENTRO,29730000.0,BAIXO GUANDU,COMÉRCIO VAREJISTA DE EQUIPAMENTOS PARA ESCRITÓRIO
NAME00007738,ME,N,36408656773800,AV PRESIDENTE VARGAS,170,TERREO,LAGINHA,29755000.0,PANCAS,COM	RCIO A VAREJO DE PEAS E ACESSRIOS PARA MOTOCICLETAS E MOTONETAS
NAME00007739,ME,,36408656773900,AVENIDA FRANCISCO GENEROSO DA FONSECA,27,LOJA 09;,JARDIM DA PENHA,29060140.0,VITÓRIA,RESTAURANTES E SIMILARES
NAME00007740,ME,N,36408656774000,RUA CORONEL DARCY PACHECO DE QUEIROZ,2,TERREO;,SOTEMA,29152054.0,CARIACICA,PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE REVENDA
NAME00007741,ME,,36408656774100,RUA ATILIO VIVACQUA,283,DOMICIANO MEDINA,PINHEIROS,29980000.0,PINHEIROS,PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE PRODUÇÃO PRÓPRIA
NAME00007742,ME,,36408656774200,RUA CASTELO BRANCO,205,,PRAIA DA COSTA,29100040.0,VILA VELHA,"REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE ELETRODOMÉSTICOS, MÓVEIS E ARTIGOS DE USO DOMÉSTICO"
NAME00007743,ME,,36408656774300,AV BEIRA MAR,30,LOJA 01 - PRAIA MORRO FLAT SERVICE - TEL 2610826,PRAIA DO MORRO,29200000.0,GUARAPARI,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00007744,ME,,36408656774400,RUA COMISSARIO OTAVIO QUEIROZ,77,FUNDOS - TEL 3251623 C,JARDIM DA PENHA,29060720.0,VITÓRIA,COMÉRCIO VAREJISTA DE CALÇADOS
NAME00007745,ME,,36408656774500,RUA DOS COLIBRIS,18,LOJA B - TEL 3279077 C,EURICO SALLES,29160000.0,SERRA,"COMÉRCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES"
NAME00007746,ME,,36408656774600,RUA JAIRO MAIA,3,TEL 3260495 C,ORIENTE,29150570.0,CARIACICA,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL
NAME00007747,ME,,36408656774700,AV CARLOS LINDEMBERG,6562,,IPESSA,29117070.0,VILA VELHA,"TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL"
NAME00007748,ME,N,36408656774800,RUA FLORIANO PEIXOTO,69,,CENTRO,29930080.0,SÃO MATEUS,COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO
NAME00007749,ME,,36408656774900,RUA BERNARDO HORTA,112,,GUANDU,29300792.0,CACHOEIRO DE ITAPEMIRIM,REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE MERCADORIAS EM GERAL NÃO ESPECIALIZADO
NAME00007750,ME,,36408656775000,RUA ITALINA PEREIRA MOTTA,190,LOJA 2,JARDIM CAMBURI,29090370.0,VITÓRIA,COMÉRCIO VAREJISTA DE PLANTAS E FLORES NATURAIS
NAME00007751,ME,,36408656775100,RUA DEPUTADO CLERIO  FALCAO,50,CASA,COMDUSA,29032070.0,VITÓRIA,"ARTES CÊNICAS, ESPETÁCULOS E ATIVIDADES COMPLEMENTARES NÃO ESPECIFICADOS ANTERIORMENTE"
NAME00007752,ME,,36408656775200,RUA D PEDRO II,1597,,CRUZEIRO DO SUL,29144080.0,CARIACICA,COMÉRCIO VAREJISTA DE MÓVEIS
NAME00007753,ME,,36408656775300,RODOVIA BR 484,S/N,IURU,JOSE CARLOS,29450000.0,APIACÁ,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES"
NAME00007754,EPP,,36408656775400,RUA SALVADOR PIREDA,S/N,,MARIA DAS GRACAS,29700000.0,COLATINA,"CONFECÇÃO DE PEÇAS DO VESTUÁRIO, EXCETO ROUPAS ÍNTIMAS E AS CONFECCIONADAS SOB MEDIDA"
NAME00007755,ME,,36408656775500,AVENIDA NOSSA SENHORA DA PENHA,699,EDIF CENTURY TOWERS LOJA 10 TORRE B,SANTA LÚCIA,29056250.0,VITÓRIA,COMÉRCIO VAREJISTA DE ARTIGOS MÉDICOS E ORTOPÉDICOS
NAME00007756,EPP,N,36408656775600,RUA PARANA,164,ANEXO AO HOSP SAO MARCOS,BEIRA RIO,29830000.0,NOVA VENÉCIA,ATIVIDADES DE ATENÇÃO AMBULATORIAL NÃO ESPECIFICADAS ANTERIORMENTE
NAME00007757,ME,,36408656775700,AV SANTA LEOPOLDINA,1101,LOJA 2 EDF BARRAMARES,ITAPARICA,29102040.0,VILA VELHA,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00007758,ME,,36408656775800,AVENIDA SIMAO SOARES,1179,LOJA 01,AREIAS NEGRAS,29315000.0,MARATAÍZES,COMÉRCIO VAREJISTA DE VIDROS
NAME00007759,ME,N,36408656775900,RUA DES EPAMINONDAS DO AMARAL,287,,CENTRO,29390000.0,IÚNA,"CONFECÇÃO DE PEÇAS DO VESTUÁRIO, EXCETO ROUPAS ÍNTIMAS E AS CONFECCIONADAS SOB MEDIDA"
NAME00007760,ME,N,36408656776000,RUA ESPIRITO SANTO,111, COMERCIAL,QUILOMBO,29390000.0,IÚNA,COMÉRCIO VAREJISTA ESPECIALIZADO DE INSTRUMENTOS MUSICAIS E ACESSÓRIOS
NAME00007761,ME,,36408656776100,RUA MICKEIL CHEQUER,125,A FONE 5431607,CENTRO,29395000.0,IBATIBA,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO
NAME00007762,ME,N,36408656776200,RUA DOM BOSCO,197,,ITANGUA,29149620.0,CARIACICA,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
NAME00007763,ME,S,36408656776300,RUA PEDRO CAETANO,198,,CENTRO,29200350.0,GUARAPARI,FABRICAÇÃO DE ESQUADRIAS DE METAL
NAME00007764,EPP,N,36408656776400,RUA PROJETADA,SN,,DISTRITO DE ITAOCA,29300000.0,CACHOEIRO DE ITAPEMIRIM,"BRITAMENTO DE PEDRAS, EXCETO ASSOCIADO À EXTRAÇÃO"
NAME00007765,ME,,36408656776500,RUA PROF JOAO COUTINHO,53,,BARRA DO JUCU,29125030.0,VILA VELHA,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES"
NAME00007766,EPP,N,36408656776600,RUA DOS EMPRESARIOS,201,,SERNAMBY,29930620.0,SÃO MATEUS,"FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS PARA A AGRICULTURA E PECUÁRIA, PEÇAS E ACESSÓRIOS, EXCETO PARA IRRIGAÇÃO"
NAME00007767,EPP,N,36408656776700,AVENIDA MARIO GURGEL,946,PAVMTO 01;,Itaquari,29151570.0,CARIACICA,"SERVIÇOS DE INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ACESSÓRIOS PARA VEÍCULOS AUTOMOTORES"
NAME00007768,EPP,,36408656776800,AVENIDA ANTONIO GUIMARAES,227,,ITAPEBUSSU,29210190.0,GUARAPARI,COMÉRCIO ATACADISTA DE BOMBAS E COMPRESSORES; PARTES E PEÇAS
NAME00007769,ME,N,36408656776900,RUA PROFESSORA ODILA SIMOES,262,287 E 320; 1° PAV.,MARIA ORTIZ,29070330.0,VITÓRIA,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES
NAME00007770,ME,,36408656777000,RUA ADHEMAR FURTADO DE MIRANDA,69,,CHACARA PARREIRAL,29164303.0,SERRA,FABRICAÇÃO DE ARTEFATOS DE CIMENTO PARA USO NA CONSTRUÇÃO
NAME00007771,ME,N,36408656777100,RUA WALDEMAR SIEPIERSKI,200,SALA 515 - PARTE 2,RIO BRANCO,29147600.0,CARIACICA,"ATIVIDADES DE INTERMEDIAÇÃO E AGENCIAMENTO DE SERVIÇOS E NEGÓCIOS EM GERAL, EXCETO IMOBILIÁRIOS"
NAME00007772,ME,,36408656777200,AV EXPEDITO GARCIA,63,,CAMPO GRANDE,29146201.0,CARIACICA,RESTAURANTES E SIMILARES
NAME00007773,ME,,36408656777300,PCA JERONIMO MONTEIRO,63,LOJA 08,CENTRO,29300170.0,CACHOEIRO DE ITAPEMIRIM,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00007774,ME,,36408656777400,LOCALIDADE DE ALTO MOLEDO,S/N,,ITAOCA,29325000.0,CACHOEIRO DE ITAPEMIRIM,"EXTRAÇÃO DE MINERAIS PARA FABRICAÇÃO DE ADUBOS, FERTILIZANTES E OUTROS PRODUTOS QUÍMICOS"
NAME00007775,ME,,36408656777500,AV VITORIA,437,1 ANDAR SALA 01,CENTRO,29830000.0,NOVA VENÉCIA,"ALUGUEL DE FITAS DE VÍDEO, DVDS E SIMILARES"
NAME00007776,EPP,N,36408656777600,PRAÇA ALTEMAR DUTRA,155,FONE 3722-4400,CENTRO,29700140.0,COLATINA,HOTÉIS
NAME00007777,ME,N,36408656777700,RODOVIA BR 482,S/N,KM 92,BALANÇA,29560000.0,GUAÇUÍ,SERVIÇOS DE ALINHAMENTO E BALANCEAMENTO DE VEÍCULOS AUTOMOTORES
NAME00007778,ME,,36408656777800,AV ANTONIO GUEDES ALCOFORADO,68,,CENTRO,29970000.0,PEDRO CANÁRIO,COMÉRCIO VAREJISTA DE CALÇADOS
NAME00007779,EPP,,36408656777900,AVENIDA BERNARDINO MONTEIRO,196,,CENTRO,29330000.0,ITAPEMIRIM,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - SUPERMERCADOS"
NAME00007780,EPP,N,36408656778000,RUA PRINCIPAL,48,"KM 41, INTERIOR",NESTOR GOMES,29949040.0,SÃO MATEUS,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - SUPERMERCADOS"
NAME00007781,ME,,36408656778100,AV JONES SANTOS NEVES,262,LOJA 02,CENTRO,29930000.0,SÃO MATEUS,FABRICAÇÃO DE ARTIGOS ÓPTICOS
NAME00007782,ME,,36408656778200,RUA 20,18,CASA  QUADRA 62 FRENTE,SAO JOSE,29900000.0,LINHARES,PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE PRODUÇÃO PRÓPRIA
NAME00007783,ME,N,36408656778300,TRAVESSA AMAZONAS,16,TERREO,CENTRO,29725000.0,MARILÂNDIA,"ATIVIDADES DE CONSULTORIA EM GESTÃO EMPRESARIAL, EXCETO CONSULTORIA TÉCNICA ESPECÍFICA"
NAME00007784,ME,S,36408656778400,RUA FRANCISCA TEIXEIRA,95,PAVMTO PRIM,CENTRO,29470000.0,SÃO JOSÉ DO CALÇADO,"CONFECÇÃO, SOB MEDIDA, DE PEÇAS DO VESTUÁRIO, EXCETO ROUPAS ÍNTIMAS"
NAME00007785,ME,,36408656778500,AV MURIAE,424,,NOVA CARAPINA,29170600.0,SERRA,PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE PRODUÇÃO PRÓPRIA
NAME00007786,ME,,36408656778600,RUA CAICARAS,720,,DAS LARANJEIRAS,29175601.0,SERRA,REPARAÇÃO DE ARTIGOS DO MOBILIÁRIO
NAME00007787,ME,,36408656778700,RUA GETULIO VARGAS,209,LOJA 03,GLORIA,29122030.0,VILA VELHA,COMÉRCIO VAREJISTA DE TECIDOS
NAME00007788,ME,,36408656778800,RUA DOS CRAVOS,90,FONE 2522764,DAS FLORES,29172100.0,SERRA,"COMÉRCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES"
NAME00007789,ME,,36408656778900,AVENIDA VITORIA,2020,,JUCUTUQUARA,29045000.0,VITÓRIA,RESTAURANTES E SIMILARES
NAME00007790,ME,,36408656779000,RUA MAXIMO BORGO,36,1º PAVIMENTO,PARQUE MOSCOSO,29045000.0,VITÓRIA,ATIVIDADE NÃO INFORMADA OU EXTINTA
NAME00007791,ME,N,36408656779100,AVENIDA ITAPEMIRIM,2667,,PRAIA DE ITAOCA,29338000.0,ITAPEMIRIM,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00007792,ME,S,36408656779200,AVENIDA PREFEITO MANOEL VILA,318,,CENTRO,29800000.0,BARRA DE SÃO FRANCISCO,COMÉRCIO VAREJISTA DE BICICLETAS E TRICICLOS; PEÇAS E ACESSÓRIOS
NAME00007793,ME,N,36408656779300,RUA ELVIRA MARIA CALASSARA,20,B,CAICARAS,29311630.0,CACHOEIRO DE ITAPEMIRIM,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00007794,ME,,36408656779400,RUA DOS PESCADORES,22,,ITAIPAVA,29338000.0,ITAPEMIRIM,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS"
NAME00007795,ME,S,36408656779500,AVENIDA EDIVALDO LIMA,753,,NOVA ALMEIDA,29174090.0,SERRA,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00007796,ME,,36408656779600,RUA CORVETA,675,CASA: A;,SAO CONRADO,29124092.0,VILA VELHA,REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE COMUNICAÇÃO
NAME00007797,ME,N,36408656779700,RUA ADRIANA BARBOSA CARAN,645,,GURIRI SUL,29945420.0,SÃO MATEUS,SERVIÇOS DE ENGENHARIA
NAME00007798,ME,,36408656779800,ROD BR 482,SN,KM 98,BALANCA,29560000.0,GUAÇUÍ,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS"
NAME00007799,ME,N,36408656779900,AV GOVERNADOR BLEY,186,LJ 21,CENTRO,29010902.0,VITÓRIA,CASAS LOTÉRICAS
NAME00007800,ME,N,36408656780000,RUA Guarani,94,PAVMTO 01;,Dom Bosco,29147321.0,CARIACICA,COMÉRCIO ATACADISTA DE OUTROS EQUIPAMENTOS E ARTIGOS DE USO PESSOAL E DOMÉSTICO NÃO ESPECIFICADOS ANTERIORMENTE
NAME00007801,ME,,36408656780100,AV FREDERICO GRULKE,423,TERREO,CENTRO,29645000.0,SANTA MARIA DE JETIBÁ,COMÉRCIO A VAREJO DE MOTOCICLETAS E MOTONETAS NOVAS
NAME00007802,ME,,36408656780200,RUA ANTIMO BERALDO DOS REIS,497,LOJA,VILA VERDE,29752000.0,PANCAS,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS"
NAME00007803,ME,N,36408656780300,AVENIDA JONES DOS SANTOS NEVES,564,,CENTRO,29800000.0,BARRA DE SÃO FRANCISCO,COMÉRCIO VAREJISTA DE CALÇADOS
NAME00007804,ME,,36408656780400,RUA PEDRO EPICHIM,477,,COLATINA VELHA,29700550.0,COLATINA,FABRICAÇÃO DE MASSAS ALIMENTÍCIAS
NAME00007805,ME,,36408656780500,RODOVIA NOVA VENECIA A PINHEIROS,S/N,KM 01 - TEL 7521194 C,SEDE,29830000.0,NOVA VENÉCIA,"FABRICAÇÃO DE CABINES, CARROCERIAS E REBOQUES PARA CAMINHÕES"
NAME00007806,ME,,36408656780600,RUA EDUARDO ALVES ROBERT,S/N,,CENTRO,29785000.0,VILA VALÉRIO,FABRICAÇÃO DE ARTEFATOS DE TANOARIA E DE EMBALAGENS DE MADEIRA
NAME00007807,ME,N,36408656780700,RUA THEODOMIRO DIAS SANTIAGO,421,,FLORESTA I,29395000.0,IBATIBA,COMÉRCIO VAREJISTA DE CARNES - AÇOUGUES
NAME00007808,ME,,36408656780800,RUA EOLINA ALVES VIEIRA,S/N,S QUEIMADA - TEL 7859620 C,CIDADE NOVA,29345000.0,MARATAÍZES,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES"
NAME00007809,ME,,36408656780900,RUA 22,S/N,TEL 2641894 C,MOBRASA,29900000.0,LINHARES,OUTRAS ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO NÃO ESPECIFICADAS ANTERIORMENTE
NAME00007810,ME,,36408656781000,RUA TAPAJOS,25,FUNDOS - TEL 3412306 C,SERRA DOURADA II,29171472.0,SERRA,FABRICAÇÃO DE ESTRUTURAS METÁLICAS
NAME00007811,ME,,36408656781100,RUA PRIMEIRO DE MAIO,30,,CENTRO,29330000.0,ITAPEMIRIM,COMÉRCIO ATACADISTA DE MATÉRIAS-PRIMAS AGRÍCOLAS COM ATIVIDADE DE FRACIONAMENTO E ACONDICIONAMENTO ASSOCIADA
NAME00007812,ME,,36408656781200,RUA JULIO CESAR DE OLIVEIRA SERRANO,31,SALA 105 - ED CESAR RESENDE,MATA DA PRAIA,29065720.0,VITÓRIA,"REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE MADEIRA, MATERIAL DE CONSTRUÇÃO E FERRAGENS"
NAME00007813,ME,,36408656781300,RUA THIERES VELOSO,167,,CENTRO,29255000.0,MARECHAL FLORIANO,"COMÉRCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES"
NAME00007814,ME,,36408656781400,AVENIDA JACUNEM,159,LOJA 02,MATA DA SERRA,29168100.0,SERRA,COMÉRCIO VAREJISTA DE CALÇADOS
NAME00007815,ME,,36408656781500,RUA COUTINHO MASCARENHAS,59,TERREO,CENTRO,29015000.0,VITÓRIA,RESTAURANTES E SIMILARES
NAME00007816,ME,,36408656781600,RUA DA CORAGEM,18,,REDENCAO,29030000.0,VITÓRIA,PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE REVENDA
NAME00007817,ME,N,36408656781700,RUA Pedro Gotardo,190,,Mário Giurizatto,29706565.0,COLATINA,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL"
NAME00007818,ME,,36408656781800,RUA Luciano das Neves,1155,SALA 02;,Centro de Vila Velha,29100201.0,VILA VELHA,"COMÉRCIO POR ATACADO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS NOVOS E USADOS"
NAME00007819,ME,,36408656781900,RUA ITABAPOAMA,16,QUADRA A 9; LOJA B,ELDORADO,29169190.0,SERRA,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, COM MANIPULAÇÃO DE FÓRMULAS"
NAME00007820,ME,,36408656782000,RUA SANTA ROSA,135,FONE 2276448,CHACARA PARREIRAL,29164302.0,SERRA,COMÉRCIO VAREJISTA DE GÁS LIQÜEFEITO DE PETRÓLEO (GLP)
NAME00007821,ME,,36408656782100,RUA SETE DE SETEMBRO,245,LOJA 15 E 17 GALERIA S BOULEVARD FONE 2220076,CENTRO,29015000.0,VITÓRIA,COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE
NAME00007822,ME,,36408656782200,AV JONES DOS SANTOS NEVES,109,LOJA 05 FONE 7634466,CENTRO,29930000.0,SÃO MATEUS,COMÉRCIO VAREJISTA DE TECIDOS
NAME00007823,ME,N,36408656782300,RUA DOS IPÊS,152,LOJA 01-FUNDOS,COQUEIRAL,29199144.0,ARACRUZ,COMÉRCIO VAREJISTA DE BICICLETAS E TRICICLOS; PEÇAS E ACESSÓRIOS
NAME00007824,ME,,36408656782400,RUA BERNADO HORTA,295,,GUANDU,29300000.0,CACHOEIRO DE ITAPEMIRIM,COMÉRCIO VAREJISTA DE BEBIDAS
NAME00007825,ME,N,36408656782500,RUA MANOEL SEVERO SIMÕES,11,LOJA 01,CENTRO,29200265.0,GUARAPARI,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00007826,ME,,36408656782600,RUA PROJETADA,S/N,,INDAIA,29370000.0,CONCEIÇÃO DO CASTELO,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES"
NAME00007827,EPP,,36408656782700,RUA ARLINDO VICENTE        TEL 3229.6029,201,SALA 01,PROFESSORA ERICINA,29670000.0,IBIRAÇU,COMÉRCIO VAREJISTA DE CARNES E PESCADOS - AÇOUGUES E PEIXARIAS
NAME00007828,ME,,36408656782800,RUA JOAQUIM FONSECA,498,,MUQUICABA,29215060.0,GUARAPARI,SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA
NAME00007829,ME,,36408656782900,RUA ALVARES CABRAL,57,PARQUE RESIDENCIAL,LARANJEIRAS,29160420.0,SERRA,"ALUGUEL DE OBJETOS DO VESTUÁRIO, JÓIAS E ACESSÓRIOS"
NAME00007830,ME,N,36408656783000,RUA CAPITAO DOMINGOS CORREA DA ROCHA,80,EDIF: MASTER PLACE; LOJA: 11,SANTA LUCIA,29056220.0,VITÓRIA,COMÉRCIO VAREJISTA DE OUTROS ARTIGOS DE USO DOMÉSTICO NÃO ESPECIFICADOS ANTERIORMENTE
